id_match,home_team,away_team,home_team_code,away_team_code,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,winner,winner_reason,year,date,date_time,utc_offset_hours,group_name,matchday_name,condition_humidity,condition_pitch,condition_temperature,condition_weather,condition_wind_speed,status,type,round,round_mode,match_attendance,stadium_id,stadium_country_code,stadium_capacity,stadium_latitude,stadium_longitude,stadium_pitch_length,stadium_pitch_width,goals,penalties_missed,penalties,red_cards,game_referees,stadium_city,stadium_name,stadium_name_media,stadium_name_official,stadium_name_event,stadium_name_sponsor
81146,Germany,Norway,GER,NOR,3.0,1.0,,,3.0,1.0,Germany,WIN_REGULAR,2005,2005-06-19,2005-06-19T14:15:00Z,1.0,,9,,,,,,FINISHED,SINGLE,FINAL,FINAL,21105.0,63321,ENG,30940.0,53.7286472,-2.4891889,105.0,65.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 21}, 'international_name': 'Inka Grings', 'club_shirt_name': 'Grings', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': '8', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 24, 'second': 16}, 'international_name': 'Renate Lingor', 'club_shirt_name': 'Lingor', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 41, 'second': 20}, 'international_name': 'Dagny Mellgren', 'club_shirt_name': 'Mellgren', 'country_code': 'NOR', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 63, 'second': 23}, 'international_name': 'Birgit Prinz', 'club_shirt_name': 'Prinz', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': '9', 'goal_type': 'SCORED'}]",,,,[],Blackburn,Ewood Park,Ewood Park,Ewood Park,Ewood Park,Ewood Park
81140,Norway,Sweden,NOR,SWE,2.0,2.0,,,3.0,2.0,Norway,WIN_ON_EXTRA_TIME,2005,2005-06-16,2005-06-16T17:30:00Z,1.0,,8,,,,,,FINISHED,SINGLE,SEMIFINAL,KNOCK_OUT,5720.0,89220,ENG,0.0,53.3950083,-2.5956306,,,"[{'phase': 'FIRST_HALF', 'time': {'minute': 40, 'second': 1}, 'international_name': 'Solveig Gulbrandsen', 'club_shirt_name': 'Sola', 'country_code': 'NOR', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '8', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 42, 'second': 2}, 'international_name': 'Hanna Ljungberg', 'club_shirt_name': 'Ljungberg', 'country_code': 'SWE', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '10', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 64, 'second': 3}, 'international_name': 'Isabell Herlovsen', 'club_shirt_name': 'Herlovsen', 'country_code': 'NOR', 'national_field_position': 'FORWARD', 'national_jersey_number': '9', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 89, 'second': 4}, 'international_name': 'Hanna Ljungberg', 'club_shirt_name': 'Ljungberg', 'country_code': 'SWE', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '10', 'goal_type': 'SCORED'}, {'phase': 'EXTRA_TIME_SECOND_HALF', 'time': {'minute': 109, 'second': 5}, 'international_name': 'Solveig Gulbrandsen', 'club_shirt_name': 'Sola', 'country_code': 'NOR', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '8', 'goal_type': 'SCORED'}]",,,,[],Warrington,Halliwell Jones,Halliwell Jones,Halliwell Jones,Halliwell Jones,Halliwell Jones
81139,Germany,Finland,GER,FIN,4.0,1.0,,,4.0,1.0,Germany,WIN_REGULAR,2005,2005-06-15,2005-06-15T17:30:00Z,1.0,,7,,,,,,FINISHED,SINGLE,SEMIFINAL,KNOCK_OUT,2785.0,89221,ENG,23404.0,53.7722111,-2.6884222,101.0,70.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 3, 'second': 26}, 'international_name': 'Inka Grings', 'club_shirt_name': 'Grings', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': '8', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 8, 'second': 40}, 'international_name': 'Conny Pohlers', 'club_shirt_name': 'Pohlers', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 12, 'second': 29}, 'international_name': 'Inka Grings', 'club_shirt_name': 'Grings', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': '8', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 15, 'second': 39}, 'international_name': 'Minna Mustonen', 'club_shirt_name': 'Mustonen', 'country_code': 'FIN', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 62, 'second': 51}, 'international_name': 'Birgit Prinz', 'club_shirt_name': 'Prinz', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': '9', 'goal_type': 'SCORED'}]",,,,[],Preston,Deepdale,Deepdale,Deepdale,Deepdale,Deepdale
80083,Norway,Italy,NOR,ITA,5.0,3.0,,,5.0,3.0,Norway,WIN_REGULAR,2005,2005-06-12,2005-06-12T14:00:00Z,1.0,Group B : GER / FRA / NOR / ITA,6,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,1154.0,89221,ENG,23404.0,53.7722111,-2.6884222,101.0,70.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 7, 'second': 18}, 'international_name': 'Lise Klaveness', 'club_shirt_name': 'Klaveness', 'country_code': 'NOR', 'national_field_position': 'FORWARD', 'national_jersey_number': '20', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 8, 'second': 36}, 'international_name': 'Melania Gabbiadini', 'club_shirt_name': 'Gabbiadini', 'country_code': 'ITA', 'national_field_position': 'FORWARD', 'national_jersey_number': '8', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 30, 'second': 44}, 'international_name': 'Marit Fiane Grødum', 'club_shirt_name': 'Christensen', 'country_code': 'NOR', 'national_field_position': 'DEFENDER', 'national_jersey_number': '3', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 35, 'second': 38}, 'international_name': 'Solveig Gulbrandsen', 'club_shirt_name': 'Sola', 'country_code': 'NOR', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '8', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 45, 'second': 42}, 'international_name': 'Dagny Mellgren', 'club_shirt_name': 'Mellgren', 'country_code': 'NOR', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 52, 'second': 19}, 'international_name': 'Melania Gabbiadini', 'club_shirt_name': 'Gabbiadini', 'country_code': 'ITA', 'national_field_position': 'FORWARD', 'national_jersey_number': '8', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 57, 'second': 36}, 'international_name': 'Lise Klaveness', 'club_shirt_name': 'Klaveness', 'country_code': 'NOR', 'national_field_position': 'FORWARD', 'national_jersey_number': '20', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 68, 'second': 29}, 'international_name': 'Elisa Camporese', 'club_shirt_name': 'Camporese', 'country_code': 'ITA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '7', 'goal_type': 'SCORED'}]",,,,[],Preston,Deepdale,Deepdale,Deepdale,Deepdale,Deepdale
80082,Germany,France,GER,FRA,3.0,0.0,,,3.0,0.0,Germany,WIN_REGULAR,2005,2005-06-12,2005-06-12T14:00:00Z,1.0,Group B : GER / FRA / NOR / ITA,6,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,3835.0,89220,ENG,0.0,53.3950083,-2.5956306,,,"[{'phase': 'SECOND_HALF', 'time': {'minute': 72, 'second': 47}, 'international_name': 'Inka Grings', 'club_shirt_name': 'Grings', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': '8', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 77, 'second': 40}, 'international_name': 'Renate Lingor', 'club_shirt_name': 'Lingor', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'PENALTY'}, {'phase': 'SECOND_HALF', 'time': {'minute': 83, 'second': 57}, 'international_name': 'Sandra Minnert', 'club_shirt_name': 'Minnert', 'country_code': 'GER', 'national_field_position': 'DEFENDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Warrington,Halliwell Jones,Halliwell Jones,Halliwell Jones,Halliwell Jones,Halliwell Jones
80077,Finland,Denmark,FIN,DEN,2.0,1.0,,,2.0,1.0,Finland,WIN_REGULAR,2005,2005-06-11,2005-06-11T17:00:00Z,1.0,Group A : ENG / SWE / FIN / DEN,5,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,1481.0,89219,ENG,16237.0,53.804775,-3.0480944,100.0,64.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 6, 'second': 32}, 'international_name': 'Laura Österberg Kalmari', 'club_shirt_name': 'Österberg Kalmari ', 'country_code': 'FIN', 'national_field_position': 'FORWARD', 'national_jersey_number': '9', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 16, 'second': 59}, 'international_name': 'Heidi Kackur', 'club_shirt_name': '', 'country_code': 'FIN', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 45, 'second': 0}, 'international_name': 'Cathrine Paaske-Sørensen', 'club_shirt_name': 'Paaske-Sørensen', 'country_code': 'DEN', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '7', 'goal_type': 'SCORED'}]",,,,[],Blackpool,Bloomfield Road,Bloomfield Road,Bloomfield Road,Bloomfield Road,Blackpool FC
80076,England,Sweden,ENG,SWE,0.0,1.0,,,0.0,1.0,Sweden,WIN_REGULAR,2005,2005-06-11,2005-06-11T17:00:00Z,1.0,Group A : ENG / SWE / FIN / DEN,5,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,25694.0,63321,ENG,30940.0,53.7286472,-2.4891889,105.0,65.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 3, 'second': 18}, 'international_name': 'Anna Sjöström', 'club_shirt_name': 'Sjöström', 'country_code': 'SWE', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Blackburn,Ewood Park,Ewood Park,Ewood Park,Ewood Park,Ewood Park
80081,France,Norway,FRA,NOR,1.0,1.0,,,1.0,1.0,,DRAW,2005,2005-06-09,2005-06-09T19:00:00Z,1.0,Group B : GER / FRA / NOR / ITA,4,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,3263.0,89220,ENG,0.0,53.3950083,-2.5956306,,,"[{'phase': 'FIRST_HALF', 'time': {'minute': 20, 'second': 40}, 'international_name': 'Stéphanie Mugneret-Béghé', 'club_shirt_name': 'Mugneret-Béghé', 'country_code': 'FRA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 66, 'second': 16}, 'international_name': 'Isabell Herlovsen', 'club_shirt_name': 'Herlovsen', 'country_code': 'NOR', 'national_field_position': 'FORWARD', 'national_jersey_number': '9', 'goal_type': 'SCORED'}]",,,,[],Warrington,Halliwell Jones,Halliwell Jones,Halliwell Jones,Halliwell Jones,Halliwell Jones
80080,Italy,Germany,ITA,GER,0.0,4.0,,,0.0,4.0,Germany,WIN_REGULAR,2005,2005-06-09,2005-06-09T16:15:00Z,1.0,Group B : GER / FRA / NOR / ITA,4,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,1279.0,89221,ENG,23404.0,53.7722111,-2.6884222,101.0,70.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 11, 'second': 56}, 'international_name': 'Birgit Prinz', 'club_shirt_name': 'Prinz', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': '9', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 18, 'second': 33}, 'international_name': 'Conny Pohlers', 'club_shirt_name': 'Pohlers', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 55, 'second': 52}, 'international_name': 'Steffi Jones', 'club_shirt_name': 'Jones', 'country_code': 'GER', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 74, 'second': 27}, 'international_name': 'Anja Mittag', 'club_shirt_name': 'Mittag', 'country_code': '', 'national_field_position': 'FORWARD', 'national_jersey_number': '11', 'goal_type': 'SCORED'}]",,,,[],Preston,Deepdale,Deepdale,Deepdale,Deepdale,Deepdale
80075,Sweden,Finland,SWE,FIN,0.0,0.0,,,0.0,0.0,,DRAW,2005,2005-06-08,2005-06-08T19:00:00Z,1.0,Group A : ENG / SWE / FIN / DEN,3,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,1491.0,89219,ENG,16237.0,53.804775,-3.0480944,100.0,64.0,,,,,[],Blackpool,Bloomfield Road,Bloomfield Road,Bloomfield Road,Bloomfield Road,Blackpool FC
80074,Denmark,England,DEN,ENG,2.0,1.0,,,2.0,1.0,Denmark,WIN_REGULAR,2005,2005-06-08,2005-06-08T17:00:00Z,1.0,Group A : ENG / SWE / FIN / DEN,3,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,14695.0,63321,ENG,30940.0,53.7286472,-2.4891889,105.0,65.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 52, 'second': 56}, 'international_name': 'Fara Williams', 'club_shirt_name': 'Williams Merrett', 'country_code': 'ENG', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '15', 'goal_type': 'PENALTY'}, {'phase': 'SECOND_HALF', 'time': {'minute': 80, 'second': 33}, 'international_name': 'Merete Pedersen', 'club_shirt_name': 'M. Pedersen', 'country_code': 'DEN', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 88, 'second': 50}, 'international_name': 'Cathrine Paaske-Sørensen', 'club_shirt_name': 'Paaske-Sørensen', 'country_code': 'DEN', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '7', 'goal_type': 'SCORED'}]",,,,[],Blackburn,Ewood Park,Ewood Park,Ewood Park,Ewood Park,Ewood Park
80079,France,Italy,FRA,ITA,3.0,1.0,,,3.0,1.0,France,WIN_REGULAR,2005,2005-06-06,2005-06-06T19:00:00Z,1.0,Group B : GER / FRA / NOR / ITA,2,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,957.0,89221,ENG,23404.0,53.7722111,-2.6884222,101.0,70.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 16, 'second': 1}, 'international_name': 'Hoda Lattaf', 'club_shirt_name': 'Lattaf', 'country_code': 'FRA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 20, 'second': 6}, 'international_name': 'Marinette Pichon', 'club_shirt_name': 'Pichon', 'country_code': 'FRA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 30, 'second': 1}, 'international_name': 'Marinette Pichon', 'club_shirt_name': 'Pichon', 'country_code': 'FRA', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 83, 'second': 58}, 'international_name': 'Sara Di Filippo', 'club_shirt_name': 'Di Filippo', 'country_code': 'ITA', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Preston,Deepdale,Deepdale,Deepdale,Deepdale,Deepdale
80078,Germany,Norway,GER,NOR,1.0,0.0,,,1.0,0.0,Germany,WIN_REGULAR,2005,2005-06-06,2005-06-06T17:00:00Z,1.0,Group B : GER / FRA / NOR / ITA,2,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,1600.0,89220,ENG,0.0,53.3950083,-2.5956306,,,"[{'phase': 'SECOND_HALF', 'time': {'minute': 61, 'second': 1}, 'international_name': 'Conny Pohlers', 'club_shirt_name': 'Pohlers', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Warrington,Halliwell Jones,Halliwell Jones,Halliwell Jones,Halliwell Jones,Halliwell Jones
80072,England,Finland,ENG,FIN,3.0,2.0,,,3.0,2.0,England,WIN_REGULAR,2005,2005-06-05,2005-06-05T18:00:00Z,1.0,Group A : ENG / SWE / FIN / DEN,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,29092.0,83479,ENG,52000.0,53.4832028,-2.2003694,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 18, 'second': 36}, 'international_name': 'Sanna Valkonen', 'club_shirt_name': 'Valkonen', 'country_code': 'FIN', 'national_field_position': 'DEFENDER', 'national_jersey_number': '4', 'goal_type': 'OWN'}, {'phase': 'FIRST_HALF', 'time': {'minute': 40, 'second': 30}, 'international_name': 'Amanda Barr', 'club_shirt_name': 'Barr', 'country_code': 'ENG', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 56, 'second': 57}, 'international_name': 'Anna-Kaisa Rantanen', 'club_shirt_name': 'Rantanen', 'country_code': 'FIN', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '10', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 88, 'second': 10}, 'international_name': 'Laura Österberg Kalmari', 'club_shirt_name': 'Österberg Kalmari ', 'country_code': 'FIN', 'national_field_position': 'FORWARD', 'national_jersey_number': '9', 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'injuryMinute': 1, 'minute': 90, 'second': 39}, 'international_name': 'Karen Carney', 'club_shirt_name': 'Carney', 'country_code': '', 'national_field_position': 'FORWARD', 'national_jersey_number': '7', 'goal_type': 'SCORED'}]",,,,[],Manchester,City of Manchester Stadium,City of Manchester Stadium,City of Manchester Stadium,City of Manchester Stadium,Etihad Stadium
80073,Sweden,Denmark,SWE,DEN,1.0,1.0,,,1.0,1.0,,DRAW,2005,2005-06-05,2005-06-05T16:00:00Z,1.0,Group A : ENG / SWE / FIN / DEN,1,,,,,,FINISHED,GROUP_STAGE,GROUP_STANDINGS,GROUP,3231.0,89219,ENG,16237.0,53.804775,-3.0480944,100.0,64.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 21, 'second': 36}, 'international_name': 'Hanna Ljungberg', 'club_shirt_name': 'Ljungberg', 'country_code': 'SWE', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': '10', 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 29, 'second': 46}, 'international_name': 'Johanna Rasmussen', 'club_shirt_name': '', 'country_code': 'DEN', 'national_field_position': '', 'national_jersey_number': '14', 'goal_type': 'SCORED'}]",,,,[],Blackpool,Bloomfield Road,Bloomfield Road,Bloomfield Road,Bloomfield Road,Blackpool FC
